"Ebene";"EDV-Code";"Code";"Titel";"Kurztitel"
4;"O8210";"O 82.10";"Office administrative and support activities";""
5;"O82100";"O 82.10-0";"Office administrative and support activities";""
3;"O822";"O 82.2";"Activities of call centres";""
4;"O8220";"O 82.20";"Activities of call centres";""
5;"O82200";"O 82.20-0";"Activities of call centres";""
3;"O823";"O 82.3";"Organisation of conventions and trade shows";""
4;"O8230";"O 82.30";"Organisation of conventions and trade shows";""
5;"O82300";"O 82.30-0";"Organisation of conventions and trade shows";""
3;"O824";"O 82.4";"Intermediation service activities for business support service activities n.e.c.";""
4;"O8240";"O 82.40";"Intermediation service activities for business support service activities n.e.c.";""
5;"O82400";"O 82.40-0";"Intermediation service activities for business support service activities n.e.c.";""
3;"O829";"O 82.9";"Business support service activities n.e.c.";""
4;"O8291";"O 82.91";"Activities of collection agencies and credit bureaus";""
5;"O82910";"O 82.91-0";"Activities of collection agencies and credit bureaus";""
4;"O8292";"O 82.92";"Packaging activities";""
5;"O82920";"O 82.92-0";"Packaging activities";""
4;"O8299";"O 82.99";"Other business support service activities n.e.c.";""
5;"O82990";"O 82.99-0";"Other business support service activities n.e.c.";""
1;"P";"P";"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY";""
2;"P84";"P 84";"Public administration and defence; compulsory social security";""
3;"P841";"P 84.1";"Administration of the State and the economic, social and environmental policies of the community";""
4;"P8411";"P 84.11";"General public administration activities";""
5;"P84110";"P 84.11-0";"General public administration activities";""
4;"P8412";"P 84.12";"Regulation of health care, education, cultural services and other social services";""
5;"P84120";"P 84.12-0";"Regulation of health care, education, cultural services and other social services";""
4;"P8413";"P 84.13";"Regulation of and contribution to more efficient operation of businesses";""
5;"P84130";"P 84.13-0";"Regulation of and contribution to more efficient operation of businesses";""
3;"P842";"P 84.2";"Provision of services to the community as a whole";""
4;"P8421";"P 84.21";"Foreign affairs";""
5;"P84210";"P 84.21-0";"Foreign affairs";""
4;"P8422";"P 84.22";"Defence activities";""
5;"P84220";"P 84.22-0";"Defence activities";""
4;"P8423";"P 84.23";"Justice and judicial activities";""
5;"P84230";"P 84.23-0";"Justice and judicial activities";""
4;"P8424";"P 84.24";"Public order and safety activities";""
5;"P84240";"P 84.24-0";"Public order and safety activities";""
4;"P8425";"P 84.25";"Fire service activities";""
5;"P84250";"P 84.25-0";"Fire service activities";""
3;"P843";"P 84.3";"Compulsory social security activities";""
4;"P8430";"P 84.30";"Compulsory social security activities";""
5;"P84300";"P 84.30-0";"Compulsory social security activities";""
1;"Q";"Q";"EDUCATION";""
2;"Q85";"Q 85";"Education";""
3;"Q851";"Q 85.1";"Pre-primary education";""
4;"Q8510";"Q 85.10";"Pre-primary education";""
5;"Q85100";"Q 85.10-0";"Pre-primary education";""
3;"Q852";"Q 85.2";"Primary education";""
4;"Q8520";"Q 85.20";"Primary education";""
5;"Q85200";"Q 85.20-0";"Primary education";""
3;"Q853";"Q 85.3";"Secondary and post-secondary non-tertiary education";""
4;"Q8531";"Q 85.31";"General secondary education";""
5;"Q85311";"Q 85.31-1";"Lower secondary schools including pre-vocational year";""
5;"Q85312";"Q 85.31-2";"Higher-level general secondary schools";""
4;"Q8532";"Q 85.32";"Vocational secondary education";""
5;"Q85321";"Q 85.32-1";"Compulsory technical and vocational schools (apprenticeship)";""
5;"Q85322";"Q 85.32-2";"Medium-level technical and vocational schools";""
5;"Q85323";"Q 85.32-3";"Higher-level technical and vocational schools";""
4;"Q8533";"Q 85.33";"Post-secondary non-tertiary education";""
5;"Q85330";"Q 85.33-0";"Post-secondary non-tertiary education";""
3;"Q854";"Q 85.4";"Tertiary education";""
4;"Q8540";"Q 85.40";"Tertiary education";""
5;"Q85400";"Q 85.40-0";"Tertiary education";""
3;"Q855";"Q 85.5";"Other education";""
4;"Q8551";"Q 85.51";"Sports and recreation education";""
5;"Q85510";"Q 85.51-0";"Sports and recreation education";""
4;"Q8552";"Q 85.52";"Cultural education";""
5;"Q85521";"Q 85.52-1";"Dancing classes";""
5;"Q85529";"Q 85.52-9";"Other cultural education";""
4;"Q8553";"Q 85.53";"Driving school activities";""
5;"Q85530";"Q 85.53-0";"Driving school activities";""
4;"Q8559";"Q 85.59";"Other education n.e.c.";""
5;"Q85590";"Q 85.59-0";"Other education n.e.c.";""
3;"Q856";"Q 85.6";"Educational support activities";""
4;"Q8561";"Q 85.61";"Intermediation service activities for courses and tutors";""
5;"Q85610";"Q 85.61-0";"Intermediation service activities for courses and tutors";""
4;"Q8569";"Q 85.69";"Educational support activities n.e.c.";""
5;"Q85690";"Q 85.69-0";"Educational support activities n.e.c.";""
1;"R";"R";"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES";""
2;"R86";"R 86";"Human health activities";""
3;"R861";"R 86.1";"Hospital activities";""
4;"R8610";"R 86.10";"Hospital activities";""
5;"R86100";"R 86.10-0";"Hospital activities";""
3;"R862";"R 86.2";"Medical and dental practice activities";""
4;"R8621";"R 86.21";"General medical practice activities";""
5;"R86210";"R 86.21-0";"General medical practice activities";""
4;"R8622";"R 86.22";"Medical specialists activities";""
5;"R86220";"R 86.22-0";"Medical specialists activities";""
4;"R8623";"R 86.23";"Dental practice care activities";""
5;"R86230";"R 86.23-0";"Dental practice care activities";""
3;"R869";"R 86.9";"Other human health activities";""
4;"R8691";"R 86.91";"Diagnostic imaging services and medical laboratory activities";""
5;"R86910";"R 86.91-0";"Diagnostic imaging services and medical laboratory activities";""
4;"R8692";"R 86.92";"Patient transportation by ambulance";""
5;"R86920";"R 86.92-0";"Patient transportation by ambulance";""
4;"R8693";"R 86.93";"Activities of psychologists and psychotherapists, except medical doctors";""
5;"R86930";"R 86.93-0";"Activities of psychologists and psychotherapists, except medical doctors";""
4;"R8694";"R 86.94";"Nursing and midwifery activities";""
5;"R86940";"R 86.94-0";"Nursing and midwifery activities";""
4;"R8695";"R 86.95";"Physiotherapy activities";""
5;"R86950";"R 86.95-0";"Physiotherapy activities";""
4;"R8696";"R 86.96";"Traditional, complementary and alternative medicine activities";""
5;"R86960";"R 86.96-0";"Traditional, complementary and alternative medicine activities";""
4;"R8697";"R 86.97";"Intermediation service activities for medical, dental and other human health services";""
5;"R86970";"R 86.97-0";"Intermediation service activities for medical, dental and other human health services";""
4;"R8699";"R 86.99";"Other human health activities n.e.c.";""
5;"R86990";"R 86.99-0";"Other human health activities n.e.c.";""
2;"R87";"R 87";"Residential care activities";""
3;"R871";"R 87.1";"Residential nursing care activities";""
4;"R8710";"R 87.10";"Residential nursing care activities";""
5;"R87101";"R 87.10-1";"Residential nursing care activities for the elderly";""
5;"R87102";"R 87.10-2";"Residential nursing care activities for people with disabilities";""
3;"R872";"R 87.2";"Residential care activities for persons living with or having a diagnosis of a mental illness or substance abuse";""
4;"R8720";"R 87.20";"Residential care activities for persons living with or having a diagnosis of a mental illness or substance abuse";""
5;"R87200";"R 87.20-0";"Residential care activities for persons living with or having a diagnosis of a mental illness or substance abuse";""
3;"R873";"R 87.3";"Residential care activities for older persons or persons with physical disabilities";""
4;"R8730";"R 87.30";"Residential care activities for older persons or persons with physical disabilities";""
5;"R87301";"R 87.30-1";"Residential care activities for the elderly";""
5;"R87302";"R 87.30-2";"Residential care activities for people with physical disabilities";""
3;"R879";"R 87.9";"Other residential care activities";""
4;"R8791";"R 87.91";"Intermediation service activities for residential care activities";""
5;"R87910";"R 87.91-0";"Intermediation service activities for residential care activities";""
4;"R8799";"R 87.99";"Other residential care activities n.e.c.";""
5;"R87990";"R 87.99-0";"Other residential care activities n.e.c.";""
2;"R88";"R 88";"Social work activities without accommodation";""
3;"R881";"R 88.1";"Social work activities without accommodation for older persons or persons with disabilities";""
4;"R8810";"R 88.10";"Social work activities without accommodation for older persons or persons with disabilities";""
5;"R88101";"R 88.10-1";"Social work activities without accommodation for the elderly";""
5;"R88102";"R 88.10-2";"Social work activities without accommodation for people with disabilities";""
3;"R889";"R 88.9";"Other social work activities without accommodation";""
4;"R8891";"R 88.91";"Child day-care activities";""
5;"R88910";"R 88.91-0";"Child day-care activities";""
4;"R8899";"R 88.99";"Other social work activities without accommodation n.e.c.";""
5;"R88990";"R 88.99-0";"Other social work activities without accommodation n.e.c.";""
1;"S";"S";"ARTS, SPORTS AND RECREATION";""
2;"S90";"S 90";"Arts creation and performing arts activities";""
3;"S901";"S 90.1";"Arts creation activities";""
4;"S9011";"S 90.11";"Literary creation and musical composition activities";""
5;"S90110";"S 90.11-0";"Literary creation and musical composition activities";""
4;"S9012";"S 90.12";"Visual arts creation activities";""
5;"S90120";"S 90.12-0";"Visual arts creation activities";""
4;"S9013";"S 90.13";"Other arts creation activities";""
5;"S90130";"S 90.13-0";"Other arts creation activities";""
3;"S902";"S 90.2";"Activities of performing arts";""
4;"S9020";"S 90.20";"Activities of performing arts";""
5;"S90200";"S 90.20-0";"Activities of performing arts";""
3;"S903";"S 90.3";"Support activities to arts creation and performing arts";""
4;"S9031";"S 90.31";"Operation of arts facilities and sites";""
5;"S90310";"S 90.31-0";"Operation of arts facilities and sites";""
4;"S9039";"S 90.39";"Other support activities to arts and performing arts";""
5;"S90390";"S 90.39-0";"Other support activities to arts and performing arts";""
2;"S91";"S 91";"Libraries, archives, museums and other cultural activities";""
3;"S911";"S 91.1";"Library and archive activities";""
4;"S9111";"S 91.11";"Library activities";""
5;"S91110";"S 91.11-0";"Library activities";""
4;"S9112";"S 91.12";"Archive activities";""
5;"S91120";"S 91.12-0";"Archive activities";""
3;"S912";"S 91.2";"Museum, collection, historical site and monument activities";""
4;"S9121";"S 91.21";"Museum and collection activities";""
5;"S91210";"S 91.21-0";"Museum and collection activities";""
4;"S9122";"S 91.22";"Historical site and monument activities";""
5;"S91220";"S 91.22-0";"Historical site and monument activities";""
3;"S913";"S 91.3";"Conservation, restoration and other support activities for cultural heritage";""
4;"S9130";"S 91.30";"Conservation, restoration and other support activities for cultural heritage";""
5;"S91300";"S 91.30-0";"Conservation, restoration and other support activities for cultural heritage";""
3;"S914";"S 91.4";"Botanical and zoological garden and nature reserve activities";""
4;"S9141";"S 91.41";"Botanical and zoological garden activities";""
5;"S91410";"S 91.41-0";"Botanical and zoological garden activities";""
4;"S9142";"S 91.42";"Nature reserve activities";""
5;"S91420";"S 91.42-0";"Nature reserve activities";""
2;"S92";"S 92";"Gambling and betting activities";""
3;"S920";"S 92.0";"Gambling and betting activities";""
4;"S9200";"S 92.00";"Gambling and betting activities";""
5;"S92001";"S 92.00-1";"Lottery and other betting activities";""
5;"S92002";"S 92.00-2";"Casinos and operation of gambling machines";""
2;"S93";"S 93";"Sports activities and amusement and recreation activities";""
3;"S931";"S 93.1";"Sports activities";""
4;"S9311";"S 93.11";"Operation of sports facilities";""
5;"S93111";"S 93.11-1";"Operation of swimming pools and stadiums";""
5;"S93119";"S 93.11-9";"Operation of other sports arenas and stadiums";""
4;"S9312";"S 93.12";"Activities of sports clubs";""
5;"S93120";"S 93.12-0";"Activities of sports clubs";""
4;"S9313";"S 93.13";"Activities of fitness centres";""
5;"S93130";"S 93.13-0";"Activities of fitness centres";""
4;"S9319";"S 93.19";"Sports activities n.e.c.";""
5;"S93190";"S 93.19-0";"Sports activities n.e.c.";""
3;"S932";"S 93.2";"Amusement and recreation activities";""
4;"S9321";"S 93.21";"Activities of amusement parks and theme parks";""
5;"S93210";"S 93.21-0";"Activities of amusement parks and theme parks";""
4;"S9329";"S 93.29";"Amusement and recreation activities n.e.c.";""
5;"S93290";"S 93.29-0";"Amusement and recreation activities n.e.c.";""
1;"T";"T";"OTHER SERVICE ACTIVITIES";""
2;"T94";"T 94";"Activities of membership organisations";""
3;"T941";"T 94.1";"Activities of business, employers and professional membership organisations";""
4;"T9411";"T 94.11";"Activities of business and employers membership organisations";""
5;"T94110";"T 94.11-0";"Activities of business and employers membership organisations";""
4;"T9412";"T 94.12";"Activities of professional membership organisations";""
5;"T94120";"T 94.12-0";"Activities of professional membership organisations";""
3;"T942";"T 94.2";"Activities of trade unions";""
4;"T9420";"T 94.20";"Activities of trade unions";""
5;"T94200";"T 94.20-0";"Activities of trade unions";""
3;"T949";"T 94.9";"Activities of other membership organisations";""
4;"T9491";"T 94.91";"Activities of religious organisations";""
5;"T94910";"T 94.91-0";"Activities of religious organisations";""
4;"T9492";"T 94.92";"Activities of political organisations";""
5;"T94920";"T 94.92-0";"Activities of political organisations";""
4;"T9499";"T 94.99";"Activities of other membership organisations n.e.c.";""
5;"T94990";"T 94.99-0";"Activities of other membership organisations n.e.c.";""
2;"T95";"T 95";"Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles";""
3;"T951";"T 95.1";"Repair and maintenance of computers and communication equipment";""
4;"T9510";"T 95.10";"Repair and maintenance of computers and communication equipment";""
5;"T95100";"T 95.10-0";"Repair and maintenance of computers and communication equipment";""
3;"T952";"T 95.2";"Repair and maintenance of personal and household goods";""
4;"T9521";"T 95.21";"Repair and maintenance of consumer electronics";""
5;"T95210";"T 95.21-0";"Repair and maintenance of consumer electronics";""
4;"T9522";"T 95.22";"Repair and maintenance of household appliances and home and garden equipment";""
5;"T95220";"T 95.22-0";"Repair and maintenance of household appliances and home and garden equipment";""
4;"T9523";"T 95.23";"Repair and maintenance of footwear and leather goods";""
5;"T95230";"T 95.23-0";"Repair and maintenance of footwear and leather goods";""
4;"T9524";"T 95.24";"Repair and maintenance of furniture and home furnishings";""
5;"T95240";"T 95.24-0";"Repair and maintenance of furniture and home furnishings";""
4;"T9525";"T 95.25";"Repair and maintenance of watches, clocks and jewellery";""
5;"T95250";"T 95.25-0";"Repair and maintenance of watches, clocks and jewellery";""
4;"T9529";"T 95.29";"Repair and maintenance of personal and household goods n.e.c.";""
5;"T95290";"T 95.29-0";"Repair and maintenance of personal and household goods n.e.c.";""
3;"T953";"T 95.3";"Repair and maintenance of motor vehicles and motorcycles";""
4;"T9531";"T 95.31";"Repair and maintenance of motor vehicles";""
5;"T95310";"T 95.31-0";"Repair and maintenance of motor vehicles";""
4;"T9532";"T 95.32";"Repair and maintenance of motorcycles";""
5;"T95320";"T 95.32-0";"Repair and maintenance of motorcycles";""
3;"T954";"T 95.4";"Intermediation service activities for repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles";""
4;"T9540";"T 95.40";"Intermediation service activities for repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles";""
5;"T95400";"T 95.40-0";"Intermediation service activities for repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles";""
2;"T96";"T 96";"Personal service activities";""
3;"T961";"T 96.1";"Washing and cleaning of textile and fur products";""
4;"T9610";"T 96.10";"Washing and cleaning of textile and fur products";""
5;"T96101";"T 96.10-1";"Laundries";""
5;"T96102";"T 96.10-2";"Dry-cleaning";""
3;"T962";"T 96.2";"Hairdressing, beauty treatment, day spa and similar activities";""
4;"T9621";"T 96.21";"Hairdressing and barber activities";""
5;"T96210";"T 96.21-0";"Hairdressing and barber activities";""
4;"T9622";"T 96.22";"Beauty care and other beauty treatment activities";""
5;"T96221";"T 96.22-1";"Beauty treatment";""
5;"T96222";"T 96.22-2";"Pedicures";""
4;"T9623";"T 96.23";"Day spa, sauna and steam bath activities";""
5;"T96231";"T 96.23-1";"Non-medical spa and thermal bath activities";""
5;"T96232";"T 96.23-2";"Operation of reducing and slendering salons and massage salons";""
5;"T96239";"T 96.23-9";"Day spa, sauna and steam bath activities n.e.c.";""
3;"T963";"T 96.3";"Funeral and related activities";""
4;"T9630";"T 96.30";"Funeral and related activities";""
5;"T96300";"T 96.30-0";"Funeral and related activities";""
3;"T964";"T 96.4";"Intermediation service activities for personal services";""
4;"T9640";"T 96.40";"Intermediation service activities for personal services";""
5;"T96400";"T 96.40-0";"Intermediation service activities for personal services";""
3;"T969";"T 96.9";"Other personal service activities";""
4;"T9691";"T 96.91";"Provision of domestic personal service activities";""
5;"T96910";"T 96.91-0";"Provision of domestic personal service activities";""
4;"T9699";"T 96.99";"Other personal service activities n.e.c.";""
5;"T96990";"T 96.99-0";"Other personal service activities n.e.c.";""
1;"U";"U";"ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS AND UNDIFFERENTIATED GOODS - AND SERVICE-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE";""
2;"U97";"U 97";"Activities of households as employers of domestic personnel";""
3;"U970";"U 97.0";"Activities of households as employers of domestic personnel";""
4;"U9700";"U 97.00";"Activities of households as employers of domestic personnel";""
5;"U97000";"U 97.00-0";"Activities of households as employers of domestic personnel";""
2;"U98";"U 98";"Undifferentiated goods- and service-producing activities of private households for own use";""
3;"U981";"U 98.1";"Undifferentiated goods-producing activities of private households for own use";""
4;"U9810";"U 98.10";"Undifferentiated goods-producing activities of private households for own use";""
5;"U98100";"U 98.10-0";"Undifferentiated goods-producing activities of private households for own use";""
3;"U982";"U 98.2";"Undifferentiated service-producing activities of private households for own use";""
4;"U9820";"U 98.20";"Undifferentiated service-producing activities of private households for own use";""
5;"U98200";"U 98.20-0";"Undifferentiated service-producing activities of private households for own use";""
1;"V";"V";"ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES";""
2;"V99";"V 99";"Activities of extraterritorial organisations and bodies";""
3;"V990";"V 99.0";"Activities of extraterritorial organisations and bodies";""
4;"V9900";"V 99.00";"Activities of extraterritorial organisations and bodies";""
5;"V99000";"V 99.00-0";"Activities of extraterritorial organisations and bodies";""
